Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,Male,1,Yes,No,8,Yes,Month-to-month,No,Bank transfer (automatic),60.9,551.95
0,Female,1,No,No,56,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2
1,Male,0,No,No,1,Yes,Month-to-month,Yes,Mailed check,45.7,45.7
1,Male,1,No,No,8,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35
1,Male,0,No,No,7,Yes,Month-to-month,No,Electronic check,19.25,112.3
0,Male,0,No,Yes,3,Yes,Month-to-month,No,Mailed check,20.85,60.65
0,Female,0,No,No,71,Yes,Two year,No,Credit card (automatic),77.35,5550.1
1,Female,0,No,No,2,Yes,Month-to-month,Yes,Electronic check,96,174.8
1,Female,0,No,No,1,Yes,Month-to-month,No,Electronic check,90.55,90.55
0,Male,0,Yes,No,49,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1
0,Male,0,No,No,58,Yes,Two year,No,Bank transfer (automatic),70.1,4048.95
1,Male,1,Yes,No,44,No,Month-to-month,Yes,Electronic check,30.35,1359.7
0,Female,0,Yes,Yes,59,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35
1,Male,0,No,No,71,Yes,Two year,Yes,Electronic check,108.05,7532.15
1,Male,0,No,No,1,Yes,Month-to-month,Yes,Electronic check,69.9,69.9
0,Female,0,No,No,11,Yes,Month-to-month,No,Electronic check,75.25,888.65
1,Male,1,Yes,No,62,Yes,One year,Yes,Electronic check,103.75,6383.35
0,Female,0,Yes,Yes,35,Yes,One year,Yes,Bank transfer (automatic),54.95,1916
0,Female,0,No,No,20,Yes,Month-to-month,Yes,Bank transfer (automatic),19.5,413
0,Male,0,Yes,Yes,40,Yes,Two year,No,Mailed check,19.6,808.95
0,Female,0,No,No,39,Yes,One year,Yes,Electronic check,47.85,1886.4
1,Male,0,No,No,1,Yes,Month-to-month,Yes,Electronic check,86.6,86.6
0,Female,0,Yes,Yes,72,Yes,Two year,No,Bank transfer (automatic),23.75,1679.25
1,Female,1,Yes,No,33,Yes,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5
0,Female,0,No,No,12,Yes,Month-to-month,No,Bank transfer (automatic),43.8,540.95
0,Male,0,No,No,1,Yes,Month-to-month,No,Bank transfer (automatic),19.75,19.75
0,Male,0,No,Yes,27,Yes,Month-to-month,No,Mailed check,19.15,537.35
0,Male,0,Yes,Yes,34,Yes,One year,No,Credit card (automatic),19.6,678.8
0,Female,0,Yes,No,56,Yes,Two year,No,Bank transfer (automatic),80.3,4513.65
0,Female,0,No,No,58,Yes,Two year,No,Credit card (automatic),24.35,1423.85
0,Female,0,Yes,Yes,22,Yes,Two year,No,Credit card (automatic),25.25,555.4
0,Female,0,Yes,Yes,10,Yes,Two year,No,Credit card (automatic),26.1,225.55
0,Male,0,No,No,13,Yes,Two year,No,Credit card (automatic),20,268.45
1,Female,0,No,No,35,Yes,Month-to-month,No,Credit card (automatic),85.3,2917.5
1,Female,0,No,No,34,Yes,Month-to-month,Yes,Credit card (automatic),70,2416.1
1,Female,1,No,No,4,Yes,Month-to-month,Yes,Electronic check,94.3,424.45
0,Male,0,Yes,No,72,Yes,Two year,No,Bank transfer (automatic),20.7,1492.1
