age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
33,admin.,divorced,secondary,no,212,yes,no,unknown,7,jan,1,-1,0,unknown,no
45,unemployed,married,secondary,no,891,yes,no,unknown,7,jan,1,-1,0,unknown,yes
40,admin.,divorced,secondary,no,212,no,no,unknown,7,jan,1,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,315,no,no,cellular,8,jan,1,119,1,failure,no
27,management,single,secondary,no,843,no,no,cellular,8,jan,1,-1,0,unknown,yes
27,services,single,secondary,no,302,no,no,cellular,8,jan,1,189,1,success,no
70,retired,married,primary,no,2795,no,no,cellular,8,jan,2,-1,0,unknown,yes
27,management,single,tertiary,no,8,no,no,telephone,8,jan,2,-1,0,unknown,no
25,technician,single,secondary,no,139,no,yes,cellular,11,jan,1,91,1,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,11,jan,1,192,2,success,yes
55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,1,192,2,success,yes
33,management,married,tertiary,no,6513,yes,no,cellular,11,jan,1,343,1,other,yes
29,services,single,secondary,no,102,no,no,cellular,11,jan,1,210,4,failure,no
73,retired,married,primary,no,1388,no,no,telephone,11,jan,2,83,1,success,yes
70,retired,married,primary,no,3230,no,no,cellular,11,jan,2,48,1,failure,no
50,management,single,tertiary,no,486,no,yes,unknown,11,jan,1,-1,0,unknown,no
36,management,married,tertiary,no,93,no,no,cellular,11,jan,3,96,4,other,no
35,technician,single,secondary,no,4645,yes,no,cellular,11,jan,3,270,40,other,no
67,retired,married,primary,no,1430,no,no,cellular,11,jan,2,91,3,failure,yes
35,management,married,tertiary,no,323,no,no,cellular,11,jan,2,-1,0,unknown,yes
65,management,married,tertiary,no,1097,no,no,cellular,12,jan,1,196,1,other,no
29,admin.,single,tertiary,no,14,no,no,cellular,12,jan,1,105,2,failure,no
65,unknown,married,unknown,no,300,no,no,cellular,12,jan,1,-1,0,unknown,no
53,admin.,divorced,tertiary,no,0,yes,yes,cellular,12,jan,1,64,6,other,no
85,retired,married,unknown,no,1934,no,no,telephone,12,jan,1,-1,0,unknown,no
34,unemployed,single,secondary,no,15,no,no,cellular,12,jan,1,-1,0,unknown,yes
47,services,divorced,tertiary,no,1639,no,no,cellular,12,jan,1,-1,0,unknown,yes
38,self-employed,divorced,tertiary,no,6447,no,no,cellular,12,jan,1,-1,0,unknown,no
66,self-employed,married,tertiary,no,147,no,no,telephone,12,jan,1,-1,0,unknown,yes
31,technician,single,secondary,no,2544,no,no,cellular,12,jan,1,279,2,success,yes
66,retired,single,tertiary,no,0,no,no,cellular,12,jan,1,92,2,failure,no
25,technician,single,secondary,no,4859,no,no,cellular,12,jan,1,-1,0,unknown,yes
28,services,single,secondary,no,168,no,no,cellular,12,jan,1,194,1,other,yes
25,blue-collar,single,secondary,no,2007,no,no,cellular,12,jan,2,-1,0,unknown,yes
47,admin.,single,secondary,no,3696,no,no,cellular,12,jan,4,-1,0,unknown,yes
30,technician,married,tertiary,no,2166,no,no,cellular,12,jan,2,-1,0,unknown,yes
28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,2,-1,0,unknown,yes
29,blue-collar,single,secondary,no,180,no,no,cellular,12,jan,2,-1,0,unknown,no
49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,2,91,2,success,yes
21,student,single,secondary,no,2488,no,no,telephone,12,jan,2,92,1,success,yes
87,retired,married,primary,no,2190,no,no,telephone,12,jan,2,-1,0,unknown,yes
34,blue-collar,married,primary,no,6718,no,no,cellular,13,jan,4,97,1,other,no
22,student,single,secondary,no,254,no,no,cellular,13,jan,2,-1,0,unknown,yes
32,management,single,tertiary,no,1962,no,no,cellular,13,jan,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,1,91,3,failure,yes
64,retired,married,tertiary,no,2139,no,no,cellular,13,jan,1,91,2,failure,no
31,technician,single,secondary,no,253,no,no,cellular,13,jan,1,-1,0,unknown,no
62,retired,married,tertiary,no,4692,yes,no,cellular,13,jan,1,90,1,failure,no
31,unemployed,married,tertiary,no,330,no,no,cellular,13,jan,1,194,2,success,yes
41,technician,single,unknown,no,5372,yes,no,cellular,13,jan,3,-1,0,unknown,yes
21,student,single,secondary,no,71,no,no,cellular,13,jan,2,-1,0,unknown,yes
24,student,single,secondary,no,3176,no,no,cellular,13,jan,2,-1,0,unknown,yes
40,management,married,tertiary,no,5142,no,no,cellular,13,jan,2,224,1,failure,no
54,management,divorced,tertiary,no,496,no,no,cellular,13,jan,3,-1,0,unknown,yes
80,retired,married,primary,no,1468,no,no,cellular,13,jan,3,-1,0,unknown,yes
27,technician,single,tertiary,no,434,yes,no,unknown,13,jan,1,-1,0,unknown,no
28,unemployed,married,secondary,no,687,no,no,cellular,13,jan,3,33,2,other,no
35,services,single,secondary,no,3816,no,no,cellular,13,jan,2,195,1,other,no
29,self-employed,single,tertiary,no,270,yes,no,cellular,14,jan,7,252,4,failure,no
35,technician,single,tertiary,no,0,no,no,cellular,14,jan,7,-1,0,unknown,yes
70,retired,divorced,primary,no,482,no,no,telephone,14,jan,1,196,2,success,yes
62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,1,90,4,other,yes
59,technician,married,primary,no,4198,no,no,cellular,14,jan,1,91,10,success,yes
51,admin.,married,secondary,no,423,yes,yes,cellular,14,jan,1,90,1,failure,no
50,management,married,tertiary,no,78,yes,no,cellular,14,jan,3,161,9,other,no
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,1,282,4,success,yes
81,retired,divorced,tertiary,no,0,no,no,cellular,14,jan,1,-1,0,unknown,no
48,services,married,secondary,no,517,no,no,cellular,14,jan,1,-1,0,unknown,no
45,admin.,married,secondary,no,5021,no,no,cellular,14,jan,1,-1,0,unknown,yes
32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,1,87,2,other,yes
49,technician,married,primary,no,1569,no,no,cellular,14,jan,1,196,1,other,no
36,admin.,divorced,secondary,no,592,no,no,cellular,14,jan,7,93,7,success,no
36,admin.,married,unknown,no,991,no,no,cellular,14,jan,2,-1,0,unknown,yes
33,services,single,secondary,no,133,no,no,cellular,14,jan,2,274,1,success,yes
32,technician,single,tertiary,no,471,no,no,cellular,14,jan,1,-1,0,unknown,no
64,housemaid,married,primary,no,768,no,no,cellular,14,jan,1,-1,0,unknown,yes
37,self-employed,married,tertiary,no,11387,no,no,cellular,14,jan,1,225,2,other,no
30,management,single,tertiary,no,536,no,no,cellular,14,jan,2,91,2,success,yes
59,services,single,secondary,no,739,no,no,cellular,14,jan,1,-1,0,unknown,yes
50,admin.,married,secondary,no,2955,no,no,cellular,14,jan,1,-1,0,unknown,no
32,admin.,married,secondary,no,366,no,no,cellular,14,jan,2,-1,0,unknown,yes
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,3,347,1,failure,yes
39,management,married,tertiary,no,2939,no,no,cellular,15,jan,2,-1,0,unknown,yes
68,retired,married,primary,no,0,no,no,telephone,15,jan,1,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,15,jan,2,196,1,other,yes
65,retired,married,primary,no,2173,no,no,cellular,15,jan,4,276,1,failure,no
38,services,married,secondary,no,282,no,no,cellular,15,jan,3,-1,0,unknown,no
37,admin.,single,secondary,no,4803,no,no,cellular,15,jan,2,-1,0,unknown,yes
55,management,married,tertiary,no,7803,no,no,cellular,15,jan,1,-1,0,unknown,yes
66,retired,married,secondary,no,154,no,no,telephone,15,jan,2,-1,0,unknown,no
26,admin.,single,secondary,no,1099,no,no,cellular,15,jan,2,225,13,other,no
40,technician,single,tertiary,no,226,no,no,cellular,15,jan,2,-1,0,unknown,no
30,management,single,tertiary,no,720,no,no,cellular,15,jan,4,210,4,other,yes
35,blue-collar,single,tertiary,no,1830,no,no,cellular,15,jan,4,93,2,failure,no
85,retired,married,primary,no,1255,no,no,cellular,15,jan,3,-1,0,unknown,yes
28,management,married,tertiary,no,893,no,no,cellular,18,jan,2,94,2,success,no
57,management,married,tertiary,no,1318,no,no,cellular,18,jan,2,94,3,success,no
79,retired,married,primary,no,8556,no,no,telephone,18,jan,2,272,2,success,yes
58,unknown,married,tertiary,no,327,no,no,telephone,18,jan,4,-1,0,unknown,no
20,student,single,unknown,no,167,no,no,cellular,18,jan,1,-1,0,unknown,no
64,retired,married,secondary,no,588,no,no,cellular,18,jan,1,91,2,failure,yes
42,technician,married,secondary,no,994,yes,no,cellular,18,jan,1,67,9,success,yes
27,student,single,secondary,no,2245,no,no,cellular,18,jan,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,1,91,1,success,yes
37,management,married,tertiary,no,539,no,no,cellular,18,jan,2,115,3,failure,no
21,student,single,primary,no,423,no,no,telephone,18,jan,5,285,5,success,yes
63,housemaid,married,tertiary,no,1528,no,no,cellular,18,jan,2,95,3,success,no
66,retired,married,secondary,no,203,no,no,cellular,18,jan,1,195,1,success,yes
28,management,single,tertiary,no,3053,no,no,telephone,18,jan,4,-1,0,unknown,no
19,student,single,primary,no,103,no,no,cellular,18,jan,2,95,4,failure,no
31,management,married,tertiary,no,460,yes,no,unknown,22,jan,1,-1,0,unknown,no
46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,1,97,1,success,no
42,admin.,married,secondary,no,383,no,no,cellular,25,jan,1,-1,0,unknown,no
76,retired,married,tertiary,no,2991,no,no,cellular,25,jan,1,95,2,success,no
61,retired,married,secondary,no,86,no,no,cellular,25,jan,1,94,1,success,yes
62,retired,married,secondary,no,243,no,no,cellular,25,jan,1,280,1,success,no
39,management,married,tertiary,no,1802,no,no,cellular,25,jan,2,97,2,failure,no
37,management,single,tertiary,no,2163,no,no,cellular,25,jan,1,234,1,failure,no
74,retired,married,tertiary,no,2575,no,no,cellular,25,jan,2,161,1,failure,no
32,management,single,tertiary,no,307,no,no,cellular,25,jan,1,201,3,success,no
50,management,married,tertiary,no,5969,no,no,cellular,25,jan,1,544,2,failure,yes
27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,1,301,3,failure,yes
27,student,single,secondary,no,2015,no,no,cellular,25,jan,1,245,1,other,no
30,technician,single,secondary,no,323,no,no,cellular,25,jan,1,151,3,failure,no
63,retired,married,secondary,no,2716,no,no,cellular,25,jan,1,-1,0,unknown,no
63,retired,married,secondary,no,474,no,no,cellular,25,jan,1,-1,0,unknown,yes
36,management,married,tertiary,no,203,no,no,cellular,25,jan,1,88,1,success,yes
38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,1,202,2,success,yes
27,admin.,single,tertiary,no,689,no,no,cellular,26,jan,1,307,1,failure,no
30,student,single,secondary,no,3096,no,no,cellular,26,jan,1,-1,0,unknown,no
92,retired,married,unknown,no,775,no,no,cellular,26,jan,4,96,3,success,yes
33,admin.,single,tertiary,no,0,no,no,cellular,26,jan,1,-1,0,unknown,no
40,admin.,married,tertiary,no,1108,no,no,cellular,26,jan,1,92,5,failure,no
77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1,95,2,success,yes
74,retired,married,secondary,no,935,no,no,cellular,26,jan,1,104,1,other,no
56,retired,married,secondary,no,0,no,no,cellular,26,jan,2,-1,0,unknown,no
68,retired,single,tertiary,no,2144,no,no,cellular,26,jan,1,96,3,success,yes
48,management,married,tertiary,no,1167,yes,yes,cellular,26,jan,4,50,4,other,no
45,admin.,married,secondary,no,2556,no,no,telephone,26,jan,2,-1,0,unknown,no
30,admin.,single,secondary,no,255,no,no,cellular,27,jan,1,-1,0,unknown,yes
81,retired,married,primary,no,243,no,no,cellular,27,jan,1,92,1,success,yes
35,technician,married,secondary,no,746,no,yes,cellular,27,jan,1,-1,0,unknown,no
42,unknown,single,unknown,no,942,no,no,cellular,27,jan,1,92,2,success,yes
28,technician,single,unknown,no,0,yes,no,cellular,27,jan,1,92,2,success,no
36,technician,married,tertiary,no,6,yes,no,cellular,27,jan,1,435,1,failure,no
38,blue-collar,single,secondary,no,0,no,no,cellular,27,jan,1,92,4,success,no
48,admin.,divorced,secondary,no,1180,no,no,cellular,27,jan,1,238,3,other,yes
52,services,married,secondary,no,992,yes,no,cellular,27,jan,1,92,2,success,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,4,92,4,success,yes
55,management,married,unknown,no,831,yes,yes,telephone,27,jan,1,100,6,failure,no
71,unknown,married,tertiary,no,353,no,no,cellular,27,jan,1,93,2,failure,no
61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,1,92,1,success,yes
30,blue-collar,married,secondary,no,319,no,no,cellular,27,jan,2,-1,0,unknown,no
20,student,single,unknown,no,829,no,no,cellular,27,jan,3,202,2,success,yes
50,blue-collar,married,unknown,no,51,no,no,telephone,27,jan,3,-1,0,unknown,no
70,retired,married,secondary,no,2626,no,no,telephone,27,jan,3,147,2,success,no
69,retired,divorced,secondary,no,4572,no,no,cellular,27,jan,2,92,3,success,no
54,admin.,married,secondary,no,0,no,no,cellular,27,jan,1,-1,0,unknown,yes
39,admin.,married,secondary,no,0,no,no,cellular,27,jan,1,436,10,failure,yes
44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,1,-1,0,unknown,yes
26,admin.,single,secondary,no,614,no,no,cellular,27,jan,1,-1,0,unknown,no
56,unemployed,divorced,primary,no,282,no,no,cellular,28,jan,2,-1,0,unknown,no
61,retired,married,secondary,no,89,no,no,cellular,28,jan,2,92,3,failure,no
66,retired,married,tertiary,no,908,no,no,cellular,28,jan,2,-1,0,unknown,no
36,student,single,tertiary,no,129,no,no,cellular,28,jan,1,93,1,success,yes
33,management,single,tertiary,no,373,no,yes,cellular,28,jan,3,93,1,failure,no
76,retired,married,unknown,no,8919,no,no,cellular,28,jan,1,-1,0,unknown,no
48,management,married,tertiary,no,157,no,no,cellular,28,jan,4,-1,0,unknown,yes
52,services,married,secondary,no,659,no,no,cellular,28,jan,4,93,1,success,yes
66,retired,married,primary,no,747,no,no,telephone,28,jan,3,93,1,failure,no
38,technician,single,tertiary,no,6889,yes,no,cellular,28,jan,1,286,3,failure,no
32,admin.,single,tertiary,no,291,no,no,telephone,28,jan,6,275,5,other,no
48,management,married,tertiary,no,3494,no,no,cellular,28,jan,3,97,1,other,no
30,blue-collar,married,secondary,no,2493,no,no,cellular,28,jan,2,-1,0,unknown,yes
39,admin.,married,tertiary,no,1022,yes,yes,cellular,28,jan,2,-1,0,unknown,no
36,management,married,tertiary,no,3949,no,no,cellular,28,jan,2,-1,0,unknown,yes
49,technician,divorced,unknown,no,387,no,no,cellular,28,jan,1,-1,0,unknown,yes
29,management,single,tertiary,no,187,yes,no,cellular,28,jan,2,555,2,failure,no
35,technician,married,secondary,no,481,yes,yes,telephone,28,jan,4,164,1,other,no
42,management,single,tertiary,no,7560,no,no,cellular,28,jan,1,-1,0,unknown,yes
80,retired,married,primary,no,997,no,no,cellular,28,jan,1,91,3,success,yes
68,retired,single,primary,no,363,no,no,cellular,28,jan,1,-1,0,unknown,no
31,housemaid,single,tertiary,no,2017,yes,no,cellular,28,jan,1,286,5,failure,no
33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,1,83,3,success,yes
56,technician,married,tertiary,no,1181,no,no,cellular,28,jan,1,433,1,failure,yes
64,management,married,tertiary,no,3951,no,no,cellular,28,jan,1,91,1,success,yes
54,admin.,married,secondary,no,0,no,no,cellular,28,jan,1,98,2,failure,yes
27,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,4,-1,0,unknown,no
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,5,204,2,success,yes
63,technician,married,secondary,no,896,yes,no,cellular,28,jan,3,91,4,other,no
34,admin.,married,tertiary,no,0,no,no,cellular,28,jan,2,-1,0,unknown,yes
50,management,married,tertiary,no,2366,no,no,cellular,28,jan,2,149,1,other,yes
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,1,91,4,success,yes
36,management,married,tertiary,no,2283,no,no,cellular,28,jan,2,-1,0,unknown,no
31,self-employed,single,tertiary,no,283,no,no,cellular,28,jan,2,241,1,failure,no
52,blue-collar,married,primary,no,306,no,no,cellular,28,jan,1,-1,0,unknown,yes
82,housemaid,divorced,primary,no,1381,no,no,cellular,28,jan,3,93,1,failure,no
62,technician,married,unknown,no,4727,yes,no,telephone,28,jan,4,90,4,other,no
60,admin.,married,secondary,no,438,yes,no,telephone,28,jan,2,-1,0,unknown,no
62,entrepreneur,married,secondary,no,3904,no,no,telephone,29,jan,2,-1,0,unknown,yes
60,retired,married,secondary,no,18967,yes,no,cellular,29,jan,2,-1,0,unknown,yes
43,self-employed,married,tertiary,no,2501,no,no,cellular,29,jan,4,-1,0,unknown,no
46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,4,436,1,other,no
28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,3,142,6,success,yes
26,technician,single,secondary,no,2002,no,no,cellular,29,jan,1,-1,0,unknown,yes
56,retired,divorced,primary,no,694,no,no,cellular,29,jan,1,102,1,other,yes
34,management,married,tertiary,no,5878,no,no,cellular,29,jan,7,98,3,success,no
36,technician,married,tertiary,no,202,no,no,cellular,29,jan,1,120,3,failure,yes
26,admin.,single,secondary,no,338,no,no,cellular,29,jan,1,92,3,success,no
54,admin.,single,secondary,no,1958,no,no,telephone,29,jan,1,206,6,failure,no
32,management,divorced,tertiary,no,530,yes,no,cellular,29,jan,1,127,3,failure,no
60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,1,92,1,success,yes
26,technician,single,tertiary,no,1972,yes,no,cellular,29,jan,2,-1,0,unknown,no
48,management,married,tertiary,no,866,no,no,cellular,29,jan,2,-1,0,unknown,no
42,management,single,tertiary,no,706,no,no,cellular,29,jan,2,-1,0,unknown,no
35,unemployed,single,tertiary,no,154,no,no,cellular,29,jan,2,-1,0,unknown,no
26,management,single,tertiary,no,592,no,no,telephone,29,jan,2,164,1,other,no
51,management,married,unknown,no,1708,no,no,telephone,29,jan,3,-1,0,unknown,no
45,management,single,tertiary,no,4831,no,no,cellular,29,jan,11,-1,0,unknown,yes
20,student,single,primary,no,0,no,no,cellular,1,feb,5,91,8,failure,no
29,technician,married,secondary,no,1599,yes,no,cellular,1,feb,2,96,3,failure,no
60,management,married,unknown,no,264,no,no,telephone,1,feb,1,-1,0,unknown,yes
33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,5,-1,0,unknown,yes
40,management,single,tertiary,no,257,no,no,cellular,1,feb,1,209,1,failure,no
40,blue-collar,married,secondary,no,275,yes,no,cellular,1,feb,2,-1,0,unknown,no
72,retired,single,tertiary,no,1285,no,no,telephone,1,feb,2,91,7,failure,no
77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,2,-1,0,unknown,yes
36,admin.,single,tertiary,no,980,no,no,cellular,1,feb,2,95,2,failure,no
65,retired,married,tertiary,no,1973,no,no,telephone,2,feb,1,287,3,success,no
37,unemployed,single,tertiary,no,953,yes,no,cellular,2,feb,1,155,5,failure,no
67,management,married,secondary,no,1287,no,no,cellular,2,feb,1,-1,0,unknown,no
33,management,married,tertiary,no,62,yes,no,cellular,2,feb,1,264,1,failure,no
65,retired,married,secondary,no,23421,no,no,cellular,2,feb,1,-1,0,unknown,no
66,retired,married,primary,no,3629,no,no,cellular,2,feb,1,172,2,other,yes
45,management,married,tertiary,no,547,no,no,cellular,2,feb,1,-1,0,unknown,yes
30,student,single,unknown,no,4468,no,no,cellular,2,feb,1,-1,0,unknown,yes
33,unemployed,single,tertiary,no,685,yes,no,cellular,2,feb,1,96,2,failure,no
29,admin.,single,tertiary,no,514,no,no,cellular,2,feb,1,-1,0,unknown,no
31,admin.,single,secondary,no,523,no,yes,cellular,2,feb,1,109,5,failure,no
65,retired,married,primary,no,493,no,no,cellular,2,feb,1,109,2,failure,no
56,services,married,secondary,no,1989,no,no,cellular,3,feb,2,281,2,failure,yes
76,retired,married,secondary,no,852,no,no,telephone,3,feb,2,-1,0,unknown,no
53,admin.,single,secondary,no,2398,yes,no,cellular,3,feb,1,92,1,success,no
64,housemaid,married,unknown,no,2645,no,no,telephone,3,feb,2,-1,0,unknown,yes
30,technician,single,tertiary,no,4060,no,no,cellular,3,feb,1,93,1,other,yes
42,admin.,married,secondary,no,100,yes,no,cellular,3,feb,1,-1,0,unknown,no
33,technician,married,secondary,no,303,yes,no,cellular,3,feb,1,301,5,success,yes
34,admin.,divorced,secondary,no,661,yes,no,cellular,3,feb,1,96,9,other,no
72,retired,married,primary,no,2600,no,no,cellular,3,feb,2,82,3,success,yes
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,1,92,4,failure,yes
37,admin.,single,secondary,no,728,no,no,cellular,3,feb,1,174,2,other,yes
31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,1,357,3,success,yes
44,technician,single,tertiary,no,678,no,no,cellular,3,feb,1,124,2,other,no
52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,1,48,3,success,yes
35,technician,single,secondary,no,230,no,no,cellular,3,feb,1,-1,0,unknown,no
37,technician,single,secondary,no,265,yes,yes,cellular,3,feb,1,366,2,failure,yes
35,admin.,married,tertiary,no,221,yes,yes,cellular,3,feb,2,-1,0,unknown,no
34,management,married,tertiary,no,123,no,no,cellular,3,feb,3,-1,0,unknown,yes
78,retired,married,unknown,no,4807,no,no,telephone,3,feb,2,104,4,success,yes
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,1,92,1,success,yes
37,management,married,tertiary,no,238,no,no,cellular,3,feb,1,92,1,success,yes
29,technician,married,secondary,no,95,no,yes,cellular,3,feb,3,-1,0,unknown,yes
77,retired,married,unknown,no,38,no,no,telephone,3,feb,1,-1,0,unknown,no
68,retired,married,tertiary,no,2812,no,no,cellular,3,feb,2,181,1,failure,yes
36,self-employed,married,tertiary,no,506,no,no,cellular,3,feb,1,92,3,success,no
38,admin.,single,secondary,no,262,no,no,cellular,3,feb,2,180,6,failure,yes
53,management,married,tertiary,no,6571,no,no,cellular,3,feb,1,-1,0,unknown,yes
59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,1,99,4,failure,no
74,retired,married,primary,no,5539,no,no,cellular,3,feb,2,181,1,success,no
39,services,married,secondary,no,2758,no,no,cellular,4,feb,3,-1,0,unknown,yes
55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,2,94,3,success,yes
32,student,single,tertiary,no,0,no,no,cellular,4,feb,3,276,2,failure,yes
62,retired,married,secondary,no,569,no,no,cellular,4,feb,5,184,1,success,yes
76,retired,married,primary,no,2223,no,no,telephone,4,feb,1,-1,0,unknown,yes
42,technician,married,tertiary,no,3777,yes,no,cellular,4,feb,4,-1,0,unknown,no
35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,6,97,12,other,yes
54,admin.,divorced,secondary,no,0,yes,yes,cellular,4,feb,1,182,3,success,no
37,admin.,single,secondary,no,115,no,no,cellular,4,feb,1,83,9,failure,no
55,admin.,married,secondary,no,602,no,no,cellular,4,feb,2,150,6,success,yes
77,retired,married,secondary,no,2123,no,no,telephone,4,feb,4,-1,0,unknown,no
41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,1,184,6,success,yes
51,admin.,married,secondary,no,1574,no,no,cellular,4,feb,2,-1,0,unknown,no
33,admin.,married,tertiary,no,0,yes,yes,cellular,4,feb,5,98,2,other,no
30,services,married,tertiary,no,1019,no,no,cellular,4,feb,1,234,1,other,no
30,student,single,secondary,no,4,no,no,cellular,4,feb,2,-1,0,unknown,no
35,technician,single,tertiary,no,144,yes,yes,cellular,4,feb,4,113,20,failure,no
28,management,single,tertiary,no,5474,no,no,cellular,4,feb,4,191,5,success,no
35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,1,176,1,failure,yes
21,student,single,secondary,no,210,no,no,telephone,4,feb,2,174,1,failure,no
80,retired,married,secondary,no,2354,no,no,telephone,4,feb,1,181,2,failure,yes
61,management,married,tertiary,no,175,no,no,telephone,4,feb,2,183,2,success,no
38,technician,married,secondary,no,318,no,no,cellular,4,feb,1,181,5,failure,yes
63,housemaid,married,secondary,no,2,no,no,cellular,4,feb,2,93,1,success,no
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,1,178,2,failure,yes
76,retired,married,tertiary,no,0,no,no,telephone,4,feb,3,169,1,failure,no
28,services,single,secondary,no,1059,no,no,cellular,4,feb,5,276,1,other,no
29,services,single,tertiary,no,1788,no,no,cellular,4,feb,1,100,1,success,no
39,technician,married,secondary,no,0,yes,yes,cellular,4,feb,1,-1,0,unknown,no
29,management,single,tertiary,no,308,no,no,cellular,4,feb,2,184,1,failure,no
30,blue-collar,single,secondary,no,228,no,no,cellular,5,feb,1,365,1,failure,no
33,technician,single,tertiary,no,696,no,yes,cellular,5,feb,1,176,8,failure,no
32,blue-collar,single,secondary,no,228,no,no,telephone,5,feb,1,288,3,failure,no
25,management,married,unknown,no,448,no,no,cellular,5,feb,1,297,1,success,yes
34,management,single,tertiary,no,382,no,no,cellular,5,feb,1,94,1,failure,no
76,retired,married,secondary,no,2302,no,no,telephone,5,feb,1,87,2,failure,no
34,management,married,tertiary,no,1778,no,no,cellular,5,feb,1,93,3,success,no
30,student,single,unknown,no,145,no,no,cellular,5,feb,3,175,1,failure,no
36,admin.,single,tertiary,no,994,no,no,cellular,5,feb,1,176,5,failure,yes
32,admin.,single,tertiary,no,3188,no,no,cellular,5,feb,2,242,1,other,no
42,admin.,married,tertiary,no,1536,no,no,cellular,5,feb,1,182,3,success,no
36,management,divorced,tertiary,no,1057,no,no,cellular,5,feb,2,-1,0,unknown,no
37,admin.,married,secondary,no,96,no,no,cellular,5,feb,1,182,3,success,no
71,retired,married,tertiary,no,4388,no,no,cellular,5,feb,1,183,3,other,no
29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,2,64,2,success,yes
27,management,single,secondary,no,145,yes,no,cellular,5,feb,3,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,5,feb,2,-1,0,unknown,no
58,unemployed,married,secondary,no,1625,no,no,cellular,5,feb,2,-1,0,unknown,yes
73,retired,married,tertiary,no,443,no,no,cellular,5,feb,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,3310,no,no,cellular,5,feb,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,171,no,no,telephone,5,feb,6,-1,0,unknown,no
52,management,married,unknown,no,339,no,no,telephone,5,feb,7,-1,0,unknown,no
65,retired,married,primary,no,343,no,no,telephone,5,feb,2,-1,0,unknown,no
33,management,married,tertiary,no,2750,no,no,cellular,5,feb,1,-1,0,unknown,no
25,management,single,tertiary,no,145,no,no,cellular,5,feb,1,182,1,failure,no
32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,1,175,5,failure,yes
41,admin.,divorced,secondary,no,1232,no,no,cellular,5,feb,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,490,yes,no,cellular,8,feb,2,188,1,failure,no
46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,feb,2,129,3,other,yes
23,admin.,single,tertiary,no,897,yes,no,cellular,8,feb,2,280,8,failure,yes
84,retired,divorced,primary,no,2619,no,no,telephone,8,feb,2,115,2,failure,no
67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,2,97,1,success,yes
34,technician,married,secondary,no,3000,yes,yes,cellular,8,feb,3,221,1,failure,no
30,management,married,tertiary,no,1996,no,no,cellular,8,feb,3,101,1,other,yes
22,student,single,secondary,no,216,no,no,cellular,8,feb,1,187,1,success,yes
56,admin.,married,unknown,no,2038,no,no,cellular,8,feb,1,305,1,success,no
24,technician,married,secondary,no,556,yes,no,cellular,8,feb,1,94,4,success,yes
47,admin.,married,tertiary,no,97,yes,no,cellular,8,feb,3,-1,0,unknown,no
